,货号,通用名,剂型,规格,生产厂家,批准文号,单位
1874,68797,尼美舒利片,片剂,100mg*10片,天津药物研究院药业有限责任公司,国药准字H19980044,盒
1875,68798,头孢克肟胶囊,胶囊剂,100mg*10粒,浙江昂利康制药股份有限公司,国药准字H20070101,盒
1876,68799,维生素c泡腾片甜橙味,,4g*20片,安徽全康药业有限公司,国食备G201834001738,支
1877,68800,维生素C泡腾片青苹果味,,4g*20片,安徽全康药业有限公司,食健备G201834001737,支
1878,68801,熊胆明目医用冷敷凝胶,,10g,陕西秦石药业有限公司,陕铜械备20170022号,瓶
1879,68802,土霉素片,片剂,0.25g(25万单位),重庆迪康长江制药有限公司,国药准字H50020893,瓶
1880,68803,肤痒颗粒,颗粒剂,每袋装9g,四川泰乐制药有限公司,国药准字Z20063080,盒
1881,68804,妥布霉素地塞米松滴眼液,滴眼剂,5ml:妥布霉素15mg与地塞米松5mg,成都恒瑞制药有限公司,国药准字H20093842,盒
1882,68805,医用外科口罩,,1*10个,四川恒明科技开发有限公司,川械注准20202140221,片
1883,68806,75%医用酒精,,100ml,四川乐康医药辅料有限公司,川广安卫消证92014）第001号,瓶
1884,68807,对乙酰氨基酚片,片剂,0.3g*24片,上海玉瑞生物科技(安阳)药业有限公司,国药准字H41022834,盒
1885,68808,六味地黄胶囊,胶囊剂,每粒装0.3g*60,白城市亿正药业有限公司,国药准字Z22025972,盒
1886,68809,罗红霉素分散片,片剂,0.15g*12片,苏州俞氏药业有限公司,国药准字H20065817,盒
1887,68810,解郁安神颗粒,颗粒剂,每袋重5g*10袋,吉林省罗邦药业有限公司,国药准字Z22025254,盒
1888,68811,枸橼酸西地那非片,片剂,50mg*1粒,辉瑞制药有限公司,国药准字H20020527,盒
1889,68812,双氯芬酸钠缓释片(Ⅰ),片剂(缓释),0.1g*12粒,上海信谊药厂有限公司,国药准字H20010604,盒
1890,68813,清火栀麦片,片剂(糖衣片),24颗,四川旭阳药业有限责任公司,国药准字Z51020306,盒
1891,68814,医药外科口罩,,10*1片,南阳市久康医疗器械有限公司,豫械注准20202140700,片
1892,68815,金银花露,露剂,每500g相当于金银花31.25g*265ml,湖北济安堂药业有限公司,国药准字Z42020101,支
1893,68816,湿痒抑菌洗液,,280ml,江西兴鹏实业有限公司,赣卫消证字（2016）第c025号,盒
1894,68817,脑得生片,片剂,片芯重0.3g*48片,西安北方药业有限公司,国药准字Z61021571,盒
1895,68818,维生素E凝胶,,100g,江西圣人实业有限公司,赣樟械备20200026号,瓶
1896,68819,痛经贴,,6贴盒,安徽金泰医疗器械有限公司,皖械注准20192090181,盒
1897,68820,三黄片,片剂,24片,亚宝药业集团股份有限公司,国药准字Z14021519,盒
1898,68821,烧烫伤膏,软膏剂,20g/支,长春海外制药集团有限公司,国药准字Z22021421,盒
1899,68822,奥利司他胶囊,胶囊剂,60mg*21粒,重庆植恩药业有限公司,国药准字H20133171,盒
1900,68823,清爽薄荷漱口水,,260ml,江西海川医疗器械有限公司,赣樟械备20200011号,瓶
1901,68824,小苏打漱口水,,260ml,江西海川医疗器械有限公司,赣樟械备20200011号,瓶
1902,68825,舒肝颗粒,颗粒剂,每袋装3g*10袋,昆明中药厂有限公司,国药准字Z53021161,盒
1903,68826,人参归脾丸,丸剂(大蜜丸),每丸重9g*10丸,北京同仁堂股份有限公司同仁堂制药厂,国药准字Z11020104,盒
1904,68827,参苓白术散,散剂,每袋装6克*6袋,山西华康药业股份有限公司,国药准字Z14020346,盒
1905,68828,阿昔洛韦片,片剂,0.1g*36片,亚宝药业集团股份有限公司,国药准字H14020934,盒
1906,68829,肺宁颗粒,颗粒剂,10g*10袋,吉林省罗邦药业有限公司,,盒
1907,68830,消糜栓,栓剂,每粒重3g*,通化茂祥制药有限公司,国药准字Z22024888,盒
1908,68831,奥美拉唑肠溶胶囊,胶囊剂,20mg*14粒,山西津华晖星制药有限公司,国药准字H20045944,盒
1909,68832,孟鲁司特钠,,10mg*5片,上海安必生制药技术有限公司,H20183239,盒
1910,68833,妇炎洁本草精华抑菌洗液,外用,360ml/瓶含冲洗器,江西康美医药保健品有限公司,赣卫消证字（2010）第c003号,盒
1911,68834,多索茶碱片,片剂,0.2g*10片,福安集团宁波天衡制药有限公司,国药准字H20000076,盒
1912,68835,维生素C片,片剂,0.1g*100片,上海全宇生物科技遂平制药有限公司,国药准字H41025338,瓶
1913,68836,氨糖美辛肠溶片,片剂,20片*2板,浙江惠松制药有限公司,国药准字H33022474,
1914,68837,风热感冒颗粒,颗粒剂,每袋重10克*9袋,怀化正好制药有限公司,国药准字Z43020522,盒
1915,68838,天然乳胶避孕套,,52mm,优利德有限公司,国械进注20192182369,盒
1916,68839,复方感冒灵颗粒,颗粒剂,14g*11袋,广西宝瑞坦制药有限公司,国药准字Z45022221,盒
1917,68840,氨茶碱片,片剂,0.1g*100片,山东鲁西药业有限公司,国药准字H37020945,瓶
1918,68841,复方感冒灵片,片剂,*100片,广东省惠州市中药厂有限公司,国药准字Z44021869,盒
1919,68842,左炔诺孕酮片,片剂,0.75mg*2片,东北制药集团沈阳第一制药有限公司,国药准字H19983177,盒
1920,68843,依巴斯丁,片剂,10mg*10片,湖南九鼎制药股份有限公司,,盒
1921,68844,辽源七厘散,散剂,每包装5g*8袋,吉林省鑫辉药业有限公司,国药准字Z22023017,盒
1922,68845,猴头菇蛋白质粉,,1kg/罐,安徽全康药业有限公司,,瓶
1923,68846,8秒濞通,,20ml,湖北爱士康医药科技有限公司,陕械备20180168号,盒
1924,68847,金银花花露水,,185ml,江西成康实业有限公司,赣卫消证字（2012）第c004号,瓶
1925,68848,复方醋酸地塞米松乳膏,乳膏剂,20g,辽宁华瑞联合制药有限公司,国药准字H21024453,支
1926,68849,硼酸冰片滴耳液,耳用制剂,"硼酸9%,冰片0.4%。*5ml",国药集团三益药业（芜湖）有限公司,国药准字H34022273,盒
1927,68850,脑心舒口服液,合剂,每支装10ml*10支,吉林敖东延边药业股份有限公司,国药准字Z22024348,盒
1928,68851,午时茶颗粒,颗粒剂,每袋装6克*10袋,黄石燕舞药业有限公司,国药准字Z42020189,盒
1929,68852,湿痒洗液,,280ml,江西正信堂生物科技有限公司,赣卫消证字（2015）第c027号,盒
1930,68853,牛黄解毒片,片剂,48颗,湖北美宝药业有限公司,国药准字Z42020863,盒
1931,68855,布洛芬颗粒,颗粒剂,0.2g*13袋,吉林显锋科技制药有限公司,国药准字H20025288,盒
1932,68856,胃苏颗粒,颗粒剂,每袋装5g(无蔗糖)*12袋,扬子江药业集团江苏制药股份有限公司,国药准字Z10950007,盒
1933,68857,硝苯地平控释片,,30ml*10片,青岛百洋制药有限公司,国药准字号H20213315,盒
1934,68858,格列美脲片,片剂,2mg*30片,北京北陆药业股份有限公司,国药准字H20041838,盒
1935,68859,藿香正气胶囊,胶囊剂,每粒装0.3g*12粒,山西康威制药有限责任公司,国药准字Z14021776,盒
1936,68860,水之善鸡眼膏,外用,6贴,江西水滴药业有限公司,赣卫消证字（2018）第c0020号,盒
1937,68861,小儿豉翘清热颗粒,颗粒剂,每袋装2g(无蔗糖)*6袋,济川药业集团有限公司,国药准字Z20123090,盒
1938,68854,早孕检测试纸,,1*1,深圳市康乃格生物技术有限公司,粤械注准20182400245,盒
1939,68862,乳果糖口服溶液,,100ml,Fresenius Kabi Austria GmbH EstermannstraBe 17.4020 Linz 奥地利,国药准字号HJ20160470,盒
1940,68864,蒲公英,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1941,68863,风油精,搽剂,9ml,广东恒健制药有限公司,国药准字Z44023476,盒
1942,68865,骨肽片,片剂,0.3g24片,南京新百药业有限公司,国药准字H32020002,盒
1943,68866,硝酸咪康唑乳膏,乳膏剂,2%*20g,江西德成制药有限公司,国药准字H36020026,盒
1944,68867,糠酸莫米松乳膏,,10g,武汉诺安药业有限公司,国药准字号H20173401,盒
1945,68868,卤米松乳膏,,15g,湖南明瑞制药有限公司,国药准字号H20193031,盒
1946,68869,晕车贴,,6贴,江西樟都药业有限公司,,盒
1947,68870,早孕检测纸,,1pcs,九江捷豹药械有限公司,津械注准20152400203,盒
1948,68871,当归,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1949,68872,百癣夏塔热片,片剂(薄膜衣),每片重0.31g*36片,黑龙江省济仁药业有限公司,国药准字Z20093444,盒
1950,68873,蚊不叮,,60ml,江西兴鹏实业有限公司,赣卫消证字（2016）第c025号,盒
1951,68874,非布司他片,片剂,40mg*16粒,江苏万邦生化医药股份有限公司,国药准字H20130058,盒
1952,68875,吲哚美辛片,片剂,25mg*100片,上海金不换兰考制药有限公司,国药准字H41021631,瓶
1953,68876,双氯芬酸钠肠溶片,片剂(肠溶),25mg*100片,白云山汤阴东泰药业有限责任公司,国药准字H41024221,瓶
1954,68877,甲硝唑片,片剂,0.2g*100片,临汾宝珠制药有限公司,国药准字H14021470,瓶
1955,68878,奥利司他胶囊,胶囊剂,60mg,重庆植恩药业有限公司,国药准字H20133171,盒
1956,68879,小儿止咳糖浆,糖浆剂,每瓶装10ml；每瓶装100ml,雅安三九药业有限公司,国药准字Z51020675,瓶
1957,68880,金银花露,露剂,"每500g相当于金银花31.25g;每瓶装340ml(含糖型,相当于金银花21.25g)",湖北虎泉药业有限公司,国药准字Z42020222,瓶
1958,68881,百合固金口服液,口服液,10ml*6瓶,内蒙古海天制药有限公司,国药准字z10980129,盒
1959,68882,复方酮康唑发用洗剂,外用,80ml,江苏晨牌邦德药业有限公司,国药准字H20044668,瓶
1960,68883,复方酮康唑发用洗剂,洗剂,5ml,江苏晨牌邦德药业有限公司,国药准字H20044668,袋
1961,68884,心脑康胶囊,胶囊剂,每粒装0.25g36颗,长春人民药业集团有限公司,国药准字Z22025564,盒
1962,68885,解酒灵,,10ml*6瓶,四川省蜀卫保健品有限公司,,盒
1963,68886,玄麦甘桔颗粒,颗粒剂,每袋装10g*10袋,四川依科制药有限公司,国药准字Z51021900,盒
1964,68887,叶酸片,片剂,0.4mg*31片,江苏联环药业股份有限公司,国药准字H20044917,瓶
1965,68888,医用退热贴,,4贴装,青岛海蓝之星医疗用品有限公司,鲁青械备20180038号,盒
1966,68889,奥美拉唑肠溶胶囊,胶囊剂,20mg*28颗,济南明鑫制药股份有限公司,国药准字H20084393,瓶
1967,68890,超大型创可贴,,2贴,青岛海诺生物工程有限公司,鲁青械备2014025号,盒
1968,68891,医用棉签,,50支,仙居县真的棒日用品有限公司,浙台械备20170016号,包
1969,68892,医用疤痕软膏,,15g*1支,青岛奇力康医疗器械有限公司,青械注准20190005号,支
1970,68893,人血白蛋白,,10g(20%50ml),"Baxter manyfacturing S,P,A(意大利）",S20180020,瓶
1971,68894,盐酸氟桂利嗪胶囊,胶囊剂,5mg*60粒*1瓶,山西振东安特生物制药有限公司,国药准字H14020844,盒
1972,68895,盐酸雷尼替丁,,0.15g*30粒,上海惠仁制药有限公司,国药准字号H20190005,瓶
1973,68896,清热祛湿颗粒,颗粒剂,每袋装10g*16袋,广东众生药业股份有限公司,国药准字Z44023763,袋
1974,68897,盐酸二甲双胍片,片剂,0.25g*36粒,江苏鹏鹞药业有限公司,国药准字H20055785,盒
1975,68898,黄体酮软胶囊,胶囊剂,0.1g*6粒,浙江医药股份有限公司新昌制药厂,国药准字H20040982,瓶
1976,68899,奥硝唑片,片剂,0.25g*12片,浙江爱生药业有限公司,国药准字H20051077,盒
1977,68900,西咪替丁片,片剂,0.2g*100片,山东鲁抗医药集团赛特有限责任公司,国药准字H37020202,瓶
1978,68901,美洛昔康片,片剂,7.5mg*10片,江苏飞马药业有限公司,国药准字H20030679,盒
1979,68902,维A酸乳膏,乳膏剂,0.1%*15g,山东良福制药有限公司,国药准字H37023768,盒
1980,68903,足光散,散剂,"每袋装20g,40g",成都九芝堂金鼎药业有限公司,国药准字Z20025430,盒
1981,68904,阿托伐他丁钙片,,10mg*28片,福建东瑞制药有限公司,,盒
1982,68905,正骨水,酊剂,每瓶装12ml、30ml、45ml、88ml,广西玉林制药集团有限责任公司,国药准字Z45021659,瓶
1983,68906,颈椎型膏药,,8贴,濮阳苗王药业有限公司,豫濮械备20210025号,盒
1984,68907,颈肩腰腿型膏药,,8贴,濮阳苗王药业有限公司,豫濮械备20210025号,盒
1985,68908,肩周型膏药,,8贴,濮阳苗王药业有限公司,豫濮械备20210025号,盒
1986,68909,腰椎型膏药,,8贴,濮阳苗王药业有限公司,豫濮械备20210025号,盒
1987,68910,跌打损伤型膏药,,8贴,濮阳苗王药业有限公司,豫濮械备20210025号,盒
1988,68911,风湿关节型膏药,,8贴,濮阳苗王药业有限公司,豫濮械备20210025号,盒
1989,68912,硫酸氢氯吡格雷片,,7片,吉林省博大伟业制药有限公司,国药准字号H20203667,盒
1990,68913,诺氟沙星胶囊,,30粒,吉林显锋科技制药有限公司,国药准字号H22020305,盒
1991,68914,碳酸氢钠片,片剂,0.5g,上海安丁生物(汤阴)药业有限公司,国药准字H41023867,瓶
1992,68915,美洛昔康片,片剂,7.5mg*10片,宁夏康亚药业有限公司,国药准字H20020222,盒
1993,68916,维生素B2片,片剂,5mg*100片,石家庄格瑞药业有限公司,国药准字H13022925,瓶
1994,68917,蒲地蓝消炎片,片剂(薄膜衣片),每片重0.3g*48片,湖南方盛制药股份有限公司,国药准字Z20043422,盒
1995,68918,巧然堂腋露,,30ml*2瓶,广州白云山敬修堂药业股份有限公司,,盒
1996,68919,复方氨基酸注射液(18AA),注射剂,500ml:25g(总氨基酸),湖北航天杜勒制药有限公司,国药准字H42022604,瓶
1997,68921,玉屏风口服液,合剂,每支装10ml,湖北济安堂药业有限公司,国药准字Z42020096,盒
1998,68920,脚臭粉,,4g*10袋,江西品先实业有限公司,赣卫消证字（2016）0050号,盒
1999,68922,医用丁腈检查手套,,100支/盒,山东英科医疗制品有限公司,鲁潍械备20180030号,付
2000,68923,麦冬,,0.5kg每袋,四川省卓宇制药有限公司,,g
2001,68924,曲咪新乳膏,乳膏剂,*10g,山东良福制药有限公司,国药准字H37023136,支
2002,68925,盐酸左氧氟沙星胶囊,胶囊剂,0.1g(以C18H20FN3O4计)*24颗,海南海神同洲制药有限公司,国药准字H20103012,盒
2003,68926,复方鱼腥草片,片剂,----,广东省惠州市中药厂有限公司,国药准字Z44021870,盒
2004,68927,双氯芬酸钠气雾剂,气雾剂,每瓶装60g，内含双氯芬酸钠0.75g,广东同德药业有限公司,国药准字H19991425,盒
2005,68928,障眼明胶囊,胶囊剂,每粒装0.4g*24颗,广东省惠州市中药厂有限公司,国药准字Z20090887,盒
2006,68929,金银花露,露剂,260ml,湖北金龙福药业有限公司,国药准字Z42021968,瓶
2007,68930,N95医药防护口罩,,1*1,河南紫东医疗器械有限公司,豫械注准20202140471,片
2008,68931,驱蚊止痒花露水,,200ml,江西赣泽实业有限责任公司,赣卫消证字（2014）第c0007号,瓶
2009,68932,蛇胆牛黄花露水,,200ml,江西赣泽实业有限责任公司,赣卫消证字（2014）第c0007号,瓶
2010,68933,风寒感冒颗粒,颗粒剂,每袋重8g*9袋装,广东恒诚制药有限公司,国药准字Z44021522,盒
2011,68934,硝苯地平控释片,片剂（控释）,30mg*12片,上海现代制药股份有限公司,国药准字H20000079,盒
2012,68935,正红花油,搽剂,每瓶装25ml*1,成都东洋百信制药有限公司,国药准字Z20033088,瓶
2013,68938,诺氟沙星胶囊,胶囊剂,0.1g*24粒,白云山汤阴东泰药业有限责任公司,国药准字H41020543,盒
2014,68939,早早孕检查试纸,,1*1支,金华科生物技术河北有限公司,冀械注准20182400219号,支
2015,68936,蛇胆川贝液,合剂,每支装10ml*5支,安徽东盛友邦制药有限公司,国药准字Z34020458,盒
2016,68940,胃康灵胶囊,胶囊剂,0.4g/粒*40,吉林省华威药业有限公司,国药准字Z20054914,盒
2017,68941,维生素B1片,片剂,10mg*100片,山东鲁西药业有限公司,国药准字H37020940,瓶
2018,68942,金匮肾气丸,丸剂(水蜜丸),5g*12袋,内蒙古仁泽药业有限公司,国药准字Z15020621,盒
2019,68943,马来酸氯苯那敏片,片剂,4mg*100粒,大同市云岗制药有限公司,国药准字H14020142,瓶
2020,68944,克拉霉素胶囊,胶囊剂,0.25g*6粒,海南海神同洲制药有限公司,国药准字H20057877,盒
2021,68945,醋酸泼尼松片,片剂,5mg,安徽金太阳生化药业有限公司,国药准字H34021846,瓶
2022,68946,藿香正气水,酊剂,每支装10ml,四川彩虹制药有限公司,国药准字Z51022264,盒
2023,68947,凡士林液体敷料,,50ml,山西利济堂药业有限公司,晋临械备20200045号,盒
2024,68948,氨基酸蛋白质粉,,1000g,安徽全康药业有限公司,,桶
2025,68949,玻璃体温计大号,,特大号,安徽方达药械有限公司,,支
2026,68950,维生素E抑菌乳膏,,100克,江西圣人实业有限公司,赣卫消证字（2020）第c039号,瓶
2027,68951,益生菌冻干粉,,20条,安徽全康药业有限公司,,盒
2028,68952,非布司他片,,40mg*14片,重庆圣华曦药业有限公司,国药准字号H20213860,盒
2029,68954,硫酸氨基葡萄糖胶囊,,0.25g*24粒,信东生物技术有限公司,国药准字号HC20120036,盒
2030,68953,粉葛,,0.5kg每袋,四川省卓宇制药有限公司,,g
2031,68955,鸡骨草,,0.5kg每袋,四川国强中药饮片有限公司,,
